meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1232,9496,22,40,2024-04-07 06:37:04.658000+00:00,35.316,43.385,18.74,281.0,297.0,False,97.441,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296.0
1232,9496,22,41,2024-04-07 06:38:42.118000+00:00,35.296,43.254,18.747,280.0,297.0,False,97.297,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296.0
1232,9496,22,42,2024-04-07 06:40:19.414000+00:00,35.328,43.355,18.81,,297.0,False,97.493,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048]",296.0
1232,9496,22,43,2024-04-07 06:41:56.927000+00:00,35.495,43.276,18.727,,298.0,False,97.498,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296.0
1232,9496,22,44,2024-04-07 06:43:34.377000+00:00,35.264,43.254,18.811,,297.0,False,97.329,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296.0
1232,9496,22,45,2024-04-07 06:45:11.787000+00:00,35.295,43.172,18.783,,296.0,False,97.25,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",295.0
1232,9496,22,46,2024-04-07 06:46:48.976000+00:00,35.179,43.154,18.713,,295.0,False,97.046,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297.0
1232,9496,22,47,2024-04-07 06:48:26.002000+00:00,35.12,43.194,18.792,,295.0,False,97.106,"[None, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296.0
1232,9496,22,48,2024-04-07 06:50:03.136000+00:00,35.184,43.104,18.75,,296.0,False,97.038,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296.0
1232,9496,22,49,2024-04-07 06:51:40.155000+00:00,34.954,42.994,18.609,281.0,296.0,False,96.557,"[None, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2049]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",296.0
1232,9496,22,50,2024-04-07 06:53:16.747000+00:00,34.779,42.921,18.688,,297.0,False,96.388,"[None, 2048, 2048, 2049, 2049, 2049, 2048, 2048, 2049]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297.0
1232,9496,22,51,2024-04-07 06:54:53.097000+00:00,34.822,42.963,18.557,,298.0,False,96.342,"[None, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2049]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048]",298.0
1232,9496,22,52,2024-04-07 06:56:29.529000+00:00,35.844,43.767,18.584,238.0,301.0,False,98.195,"[None, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048]",301.0
