lap,x,y,throttle,brake,n_gear,mds_x,mds_y,driver
5,1879.1034482758616,-3884.275862068965,21.482758620689715,0.0,5.0,-0.40814344253915824,-0.1975775885443808,
5,1582.620689655173,-3745.379310344828,58.82758620689653,0.0,5.0,-0.0913916555439975,-0.02093326397555604,
5,1144.5862068965532,-3694.9655172413795,78.0,0.0,5.0,0.05479995944979313,0.10099567788402598,
5,965.0,-3680.0,21.41379310344834,0.0,5.0,-0.40873800211076683,-0.19791007001426728,
5,1186.5517241379293,-1029.482758620702,79.31034482758584,20.689655172414163,5.7931034482758585,0.05914676968554813,0.18338916999000004,
5,1391.2413793103437,-481.96551724137794,100.0,0.0,6.0,0.2920060568629022,0.1767581058729724,
5,1753.0,-906.0,100.0,0.0,6.0,0.2920060568629022,0.1767581058729724,
6,1849.0,-1018.0,100.0,0.0,7.0,0.3609582889857318,0.0896114751716194,
6,2040.8275862068965,-1243.0,100.0,0.0,7.0,0.3609582889857318,0.0896114751716194,
6,2225.9310344827586,-1460.0,100.0,0.0,7.0,0.3609582889857318,0.0896114751716194,
6,2440.103448275862,-1709.8620689655172,100.0,0.0,7.0,0.3609582889857318,0.0896114751716194,
6,2739.1724137931033,-2058.4137931034484,100.0,0.0,7.0,0.3609582889857318,0.0896114751716194,
6,3039.1034482758623,-2410.344827586207,100.0,0.0,7.0,0.3609582889857318,0.0896114751716194,
6,3362.0,-2787.0,100.0,0.0,7.0,0.3609582889857318,0.0896114751716194,
6,3587.4827586206893,-3049.655172413793,100.0,0.0,7.0,0.3609582889857318,0.0896114751716194,
6,3862.206896551724,-3372.2413793103447,100.0,0.0,8.0,0.43558726094221156,0.004685055703960465,
6,4357.206896551725,-3956.7586206896553,100.0,0.0,8.0,0.43558726094221156,0.004685055703960465,
6,4695.344827586207,-4353.862068965518,100.0,0.0,8.0,0.43558726094221156,0.004685055703960465,
6,5192.413793103448,-4936.6551724137935,100.0,0.0,8.0,0.43558726094221156,0.004685055703960465,
6,5373.482758620689,-5150.862068965517,95.86206896551725,0.0,8.0,0.40182012428354785,-0.021185593464378302,
6,5762.0,-5618.0,0.0,0.0,8.0,-0.4412318053558782,-0.5442542212470711,
6,3828.103448275867,-5593.206896551725,10.620689655172388,3.4482758620691953,5.1034482758620765,-0.5045025284957697,-0.23416114326542592,
6,3561.0,-5493.0,0.0,0.0,5.0,-0.5885422638455162,-0.31055710457120067,
6,3310.413793103449,-5443.758620689655,10.655172413792979,0.0,5.0,-0.500379967540807,-0.2524303497082999,
6,2990.379310344828,-5415.379310344828,1.0344827586206622,82.75862068965563,5.0,-0.9062129623837318,0.4092877204063009,
6,2694.793103448276,-5303.482758620689,19.448275862068968,0.0,5.0,-0.42566071926902105,-0.20746294073624352,
6,2395.862068965517,-4954.275862068966,59.65517241379308,0.0,5.0,-0.08475079951001901,-0.016568346715950026,
6,2311.0,-4704.0,78.03448275862071,0.0,5.0,0.05505614089584819,0.10124818944285592,
6,2178.0,-4248.0,66.37931034482747,0.0,5.0,-0.03218588937187102,0.02162784715552893,
6,2086.0,-4076.0,0.0,0.0,5.0,-0.5885422638453872,-0.3105571045715266,
6,1810.3448275862067,-3841.758620689655,9.275862068965521,0.0,5.0,-0.5119946670904777,-0.2595815996023898,
6,1628.2068965517244,-3754.1724137931037,53.82758620689653,0.0,5.0,-0.13216379759650013,-0.046199023675371285,
6,1316.0000000000005,-3705.9310344827586,71.6206896551724,0.0,5.0,0.007329091070991165,0.055483164942077015,
6,1107.1379310344828,-3692.896551724138,96.48275862068965,0.0,5.0,0.200147790181452,0.24335783357091312,
6,783.827586206897,-3636.896551724138,5.79310344827595,86.20689655172393,5.0,-0.8756845540628454,0.4628833192203642,
6,1415.0,-510.0,100.0,0.0,6.0,0.29200605686290265,0.17675810587297258,
6,1583.0,-707.0,100.0,0.0,6.0,0.29200605686290265,0.17675810587297258,
7,1889.0,-1064.0,100.0,0.0,7.0,0.3609582889857319,0.08961147517161937,
7,2412.1724137931033,-1676.7931034482758,100.0,0.0,7.0,0.3609582889857319,0.08961147517161937,
7,2742.2413793103447,-2062.5862068965516,100.0,0.0,7.0,0.3609582889857319,0.08961147517161937,
7,3212.896551724138,-2613.5172413793102,100.0,0.0,7.0,0.3609582889857319,0.08961147517161937,
7,3440.7586206896553,-2878.3103448275865,100.0,0.0,7.0,0.3609582889857319,0.08961147517161937,
7,3704.655172413793,-3187.2758620689656,100.0,0.0,7.689655172413794,0.4119035309919966,0.03079389970093766,
7,4038.4827586206898,-3580.7931034482763,100.0,0.0,8.0,0.4355872609422113,0.004685055703960338,
7,4360.137931034483,-3959.5517241379307,100.0,0.0,8.0,0.4355872609422113,0.004685055703960338,
7,4592.0,-4233.103448275862,100.0,0.0,8.0,0.4355872609422113,0.004685055703960338,
7,5087.0,-4812.0,100.0,0.0,8.0,0.4355872609422113,0.004685055703960338,
7,5251.896551724139,-5006.931034482759,100.0,0.0,8.0,0.4355872609422113,0.004685055703960338,
7,5540.689655172414,-5348.0,48.275862068965615,0.0,8.0,-0.005896527160820426,-0.2908657974521991,
7,5848.551724137931,-5731.517241379311,0.0,0.0,8.0,-0.4412318053558785,-0.5442542212470711,
7,3871.206896551724,-5682.379310344828,35.10344827586202,0.0,5.0,-0.29079857827740174,-0.13326043293348508,
7,3665.96551724138,-5539.413793103448,27.137931034482765,0.0,5.0,-0.35932498939027885,-0.1708117514384184,
7,3355.5517241379303,-5448.620689655172,20.72413793103456,0.0,5.0,-0.41468071415261143,-0.20124528186373966,
7,2973.586206896551,-5406.275862068966,29.96551724137923,0.0,5.0,-0.3349759633279689,-0.15751270160441722,
7,2709.4827586206898,-5309.448275862069,12.241379310344813,0.0,5.0,-0.4870054254363169,-0.24419066362046546,
7,2378.0,-4924.0,55.48275862068966,0.0,5.0,-0.11855294686667907,-0.03803076977674746,
7,2307.2413793103447,-4691.586206896552,83.58620689655173,0.0,5.0,0.09645258150626307,0.1434731327107766,
7,2244.0,-4473.0,82.17241379310339,0.0,5.0,0.08583797644061548,0.13244110246477794,
7,2112.379310344828,-4123.689655172414,11.689655172413826,0.0,5.0,-0.49165666662865387,-0.24706265694318913,
7,2006.8620689655177,-3985.0000000000005,15.241379310344815,0.0,5.0,-0.46166003258835164,-0.22860426320198415,
7,1756.0,-3801.0,38.586206896551786,0.0,5.0,-0.26079999934878945,-0.11724863109974493,
7,1449.9655172413782,-3721.0,62.10344827586211,0.0,5.0,-0.06531835991224945,-0.003274699845196066,
7,1145.9655172413802,-3694.7241379310344,72.13793103448273,0.0,5.0,0.011189152622629936,0.05900248705882793,
7,929.5862068965515,-3673.448275862069,0.0,100.0,5.0,-0.9818812133843206,0.5681187060922293,
7,1159.2413793103456,-1283.7931034482713,73.24137931034497,27.586206896551587,5.724137931034484,0.07037160394766655,-0.15165184216071018,
7,1403.6551724137926,-496.03448275862,100.0,0.0,6.0,0.2920060568629029,0.17675810587297275,
7,1673.0,-813.0,100.0,0.0,7.0,0.36095828898573185,0.08961147517161933,
8,1847.0,-1016.0,100.0,0.0,7.0,0.36095828898573185,0.08961147517161933,
8,2069.689655172414,-1276.1724137931035,100.0,0.0,7.0,0.36095828898573185,0.08961147517161933,
8,2416.7586206896553,-1682.3793103448277,100.0,0.0,7.0,0.36095828898573185,0.08961147517161933,
8,2575.448275862069,-1867.2758620689656,100.0,0.0,7.0,0.36095828898573185,0.08961147517161933,
8,2754.0,-2075.0,100.0,0.0,7.0,0.36095828898573185,0.08961147517161933,
8,3080.2758620689656,-2458.5172413793107,100.0,0.0,7.0,0.36095828898573185,0.08961147517161933,
8,3500.655172413793,-2949.241379310345,100.0,0.0,7.03448275862069,0.36344817388548845,0.0866477338211359,
8,3805.1724137931033,-3305.4827586206898,100.0,0.0,8.0,0.43558726094221095,0.004685055703960087,
8,4106.379310344828,-3661.1034482758623,100.0,0.0,8.0,0.43558726094221095,0.004685055703960087,
8,4325.586206896552,-3918.5172413793107,100.0,0.0,8.0,0.43558726094221095,0.004685055703960087,
8,4628.275862068966,-4275.724137931035,100.0,0.0,8.0,0.43558726094221095,0.004685055703960087,
8,5013.448275862069,-4726.517241379311,100.0,0.0,8.0,0.43558726094221095,0.004685055703960087,
8,5247.551724137931,-5002.310344827586,100.0,0.0,8.0,0.43558726094221095,0.004685055703960087,
8,5638.103448275862,-5465.896551724139,0.0,0.0,8.0,-0.4412318053558789,-0.544254221247071,
8,4996.172413793104,-5653.620689655172,32.68965517241375,0.0,6.758620689655174,-0.21865056917164266,-0.2587170474746231,
8,3916.9655172413786,-5723.965517241379,12.827586206896363,0.0,5.0,-0.48206220014544937,-0.24114011950601782,
8,3529.413793103449,-5495.413793103448,15.586206896551712,0.0,5.0,-0.45873390149840787,-0.22681947732968585,
8,3167.6896551724135,-5433.689655172414,3.9310344827584984,0.0,5.0,-0.5565580358367583,-0.28812299578869993,
8,2884.4137931034484,-5391.310344827586,6.413793103448277,0.0,5.0,-0.5359587940138723,-0.2746572399846307,
8,2666.0,-5287.0,23.448275862068957,0.0,5.0,-0.3911809619398892,-0.18817965250606103,
8,2403.9999999999995,-4969.793103448275,49.517241379310406,0.0,5.0,-0.16805480328711941,-0.06679082452549728,
8,2323.103448275862,-4746.4137931034475,77.8275862068966,0.0,5.0,0.05351877546930451,0.09973489404387736,
8,2192.7586206896553,-4299.206896551725,31.00000000000003,0.0,5.0,-0.3260825121676639,-0.15262321574709262,
8,1997.7586206896547,-3975.482758620689,19.379310344827534,0.0,5.0,-0.4262537453471002,-0.20780069674598467,
8,1646.2413793103444,-3759.206896551724,46.34482758620694,0.0,5.0,-0.19473300553028738,-0.08169048523882771,
8,1427.0344827586212,-3716.4827586206898,65.17241379310344,0.0,5.0,-0.04143689719387511,0.014355819383569005,
8,1140.0,-3696.0,74.51724137931033,0.0,5.0,0.028863680447823226,0.0757174688793345,
8,962.448275862069,-3679.344827586207,0.0,65.51724137931028,5.0,-0.847049674561022,0.2469446890569134,
8,1210.3793103448286,-936.2758620689592,83.44827586206915,0.0,5.827586206896553,0.15243577133359976,0.06395061799752635,
8,1560.0,-681.0,100.0,0.0,6.0,0.2920060568629029,0.17675810587297275,
9,1812.0,-976.0,100.0,0.0,7.0,0.36095828898573157,0.08961147517161923,
9,2037.0,-1238.0,100.0,0.0,7.0,0.36095828898573157,0.08961147517161923,
9,2285.4827586206898,-1528.8275862068965,100.0,0.0,7.0,0.36095828898573157,0.08961147517161923,
9,2565.137931034483,-1855.3103448275863,100.0,0.0,7.0,0.36095828898573157,0.08961147517161923,
9,2791.793103448276,-2121.0,100.0,0.0,7.0,0.36095828898573157,0.08961147517161923,
9,3065.9655172413795,-2441.655172413793,100.0,0.0,7.0,0.36095828898573157,0.08961147517161923,
9,3284.0689655172414,-2696.3793103448274,100.0,0.0,7.0,0.36095828898573157,0.08961147517161923,
9,3847.448275862069,-3355.3448275862065,100.0,0.0,8.0,0.43558726094221084,0.004685055703959975,
9,4181.275862068966,-3748.965517241379,100.0,0.0,8.0,0.43558726094221084,0.004685055703959975,
9,4494.206896551725,-4118.896551724138,100.0,0.0,8.0,0.43558726094221084,0.004685055703959975,
9,4923.793103448276,-4621.448275862069,100.0,0.0,8.0,0.43558726094221084,0.004685055703959975,
9,5257.275862068966,-5013.103448275861,100.0,0.0,8.0,0.43558726094221084,0.004685055703959975,
9,5569.0,-5382.0,2.586206896551726,0.0,8.0,-0.41854839184922027,-0.5308694439519617,
9,4501.51724137931,-5699.482758620689,68.96551724137936,0.0,5.931034482758619,0.04804846606132094,-0.029358692723051836,
9,3769.379310344828,-5603.068965517242,22.3793103448277,0.0,5.0,-0.4004098733259337,-0.19327260018078216,
9,3595.620689655172,-5507.0,1.6551724137931387,0.0,5.0,-0.5751643262032825,-0.30097597013885385,
9,3161.206896551724,-5432.137931034483,50.0,31.03448275862064,5.0,-0.2674293549627453,0.15685753939924837,
9,2705.551724137932,-5296.793103448276,7.0,48.275862068965836,5.0,-0.7125082781657233,0.12684271165662422,
9,2423.758620689655,-5015.862068965517,50.79310344827587,0.0,5.0,-0.1573752967219707,-0.060763663915410146,
9,2359.7586206896553,-4870.517241379311,55.0,0.0,5.0,-0.12251171295846351,-0.04043230726824507,
9,2268.0,-4557.0,78.55172413793105,0.0,5.0,0.058897189367263805,0.10505054814292027,
9,2190.862068965517,-4294.931034482758,47.9655172413793,0.0,5.0,-0.1810853621535385,-0.07409095649400795,
9,2125.379310344828,-4144.931034482759,21.206896551724128,0.0,5.0,-0.4105213723410402,-0.1989086558681935,
9,1874.0,-3870.0,18.931034482758662,0.0,5.0,-0.43010731182972,-0.2100002837132441,
9,1561.8965517241381,-3734.4827586206898,52.586206896551715,0.0,5.0,-0.1424401530047369,-0.052211259050428165,
9,1362.8965517241384,-3708.6206896551726,65.06896551724134,0.0,5.0,-0.04223335758460748,0.013741802767734151,
9,937.7931034482757,-3673.0,34.137931034482705,37.93103448275872,5.0,-0.4320552604007853,0.14642331020570676,
9,1167.2068965517233,-1802.0000000000055,58.62068965517224,41.37931034482776,5.586206896551722,-0.2118600710755218,0.2756897226644505,
9,1511.2413793103442,-624.0689655172407,100.0,0.0,6.0,0.2920060568629031,0.17675810587297294,
9,1736.0,-887.0,100.0,0.0,7.0,0.36095828898573135,0.08961147517161919,
10,1736.0,-887.0,100.0,0.0,7.0,0.36095828898573135,0.08961147517161919,
10,2037.0689655172414,-1238.2068965517242,100.0,0.0,7.0,0.36095828898573135,0.08961147517161919,
10,2410.793103448276,-1675.0689655172414,100.0,0.0,7.0,0.36095828898573135,0.08961147517161919,
10,2587.4827586206898,-1881.655172413793,100.0,0.0,7.0,0.36095828898573135,0.08961147517161919,
10,2922.1724137931033,-2271.862068965517,100.0,0.0,7.0,0.36095828898573135,0.08961147517161919,
10,3150.0344827586205,-2540.103448275862,100.0,0.0,7.0,0.36095828898573135,0.08961147517161919,
10,3348.0,-2770.0,100.0,0.0,7.0,0.36095828898573135,0.08961147517161919,
10,3613.448275862069,-3080.7241379310344,100.0,0.0,8.0,0.4355872609422106,0.00468505570395989,
10,4008.6551724137926,-3545.3448275862065,100.0,0.0,8.0,0.4355872609422106,0.00468505570395989,
10,4321.241379310345,-3914.793103448276,100.0,0.0,8.0,0.4355872609422106,0.00468505570395989,
10,4662.0,-4315.0,100.0,0.0,8.0,0.4355872609422106,0.00468505570395989,
10,4945.0,-4646.0,100.0,0.0,8.0,0.4355872609422106,0.00468505570395989,
10,5198.0,-4943.0,100.0,0.0,8.0,0.4355872609422106,0.00468505570395989,
10,5478.103448275862,-5275.310344827586,0.0,0.0,8.0,-0.4412318053558797,-0.544254221247071,
10,5698.172413793103,-5539.896551724138,0.0,0.0,8.0,-0.44123180536387874,-0.5442542212399976,
10,3841.793103448276,-5657.9655172413795,33.55172413793101,0.0,5.0,-0.3041506464387636,-0.14054860546004636,
10,3554.551724137931,-5491.827586206897,0.0,0.0,5.0,-0.588542263845501,-0.3105571045712417,
10,3209.172413793106,-5431.689655172414,33.20689655172429,0.0,5.0,-0.307115559897754,-0.14217703196541429,
10,2626.551724137931,-5255.758620689655,15.96551724137931,0.0,5.0,-0.45550914865582337,-0.2248633942001676,
10,2486.206896551725,-5107.862068965518,33.8965517241378,0.0,5.0,-0.301184993952628,-0.13892276357354644,
10,2367.0,-4891.0,59.137931034482776,0.0,5.0,-0.08889730704904883,-0.019303312881738015,
10,2288.5172413793107,-4625.344827586208,81.20689655172411,0.0,5.0,0.07862872664848362,0.125008914959023,
10,2208.4482758620693,-4353.172413793104,58.655172413793224,0.0,5.0,-0.09277944310059523,-0.02183533348865879,
10,2090.0,-4082.0,21.586206896551673,0.0,5.0,-0.4072515088638908,-0.19707922379355647,
10,1811.9310344827588,-3831.9310344827586,23.965517241379295,0.0,5.0,-0.3867135313909214,-0.18572906573184747,
10,1690.689655172415,-3773.275862068966,36.51724137931025,0.0,5.0,-0.27862021707677875,-0.12670038139205647,
10,1339.379310344828,-3706.6206896551726,59.68965517241374,0.0,5.0,-0.08447485260022142,-0.016385174907157338,
10,1049.413793103449,-3686.655172413793,38.13793103448302,51.72413793103416,5.0,-0.4531040908930788,0.2834894794006272,
10,1370.0,-456.0,100.0,0.0,6.0,0.2920060568629032,0.17675810587297297,
10,1524.0,-638.0,100.0,0.0,6.0,0.2920060568629032,0.17675810587297297,
11,2099.0,-1311.0,100.0,0.0,7.0,0.36095828898573135,0.08961147517161917,
11,2312.8275862068967,-1560.4827586206898,100.0,0.0,7.0,0.36095828898573135,0.08961147517161917,
11,2607.9655172413795,-1905.7241379310344,100.0,0.0,7.0,0.36095828898573135,0.08961147517161917,
