driver,throttle,brake,n_gear,mds_x,mds_y,driver_name
22,27.698551027516544,27.7798676419366,6.158585858585855,0.37128749546138984,0.5864058907318818,Tsunoda
22,30.400125391849503,23.38349007314526,5.839143155694878,0.4073743914393728,0.4323171075373434,Tsunoda
22,31.29406478578891,19.403692093347264,5.611668408220131,0.43819993167456595,0.3107816538162727,Tsunoda
22,32.18800417972832,15.42389411354927,5.3841936607453835,0.47142658603293036,0.18872743336399175,Tsunoda
22,33.08194357366773,11.444096133751252,5.156718913270635,0.5092819258453636,0.06559683253432586,Tsunoda
22,33.325698362939754,8.922326715430136,5.047008011145941,0.5260066539804313,-0.002797259107783415,Tsunoda
22,33.399839777081155,6.780912574016014,4.9680181121560425,0.5387809791781776,-0.06293708547942316,Tsunoda
22,33.47398119122256,4.63949843260187,4.889028213166143,0.5537378895522442,-0.12890207231012507,Tsunoda
22,32.40858237547891,3.7931034482758776,4.833333333333333,0.5751417587973566,-0.15438430189681027,Tsunoda
22,29.47848136537788,5.0658307210031595,4.8157575757575755,0.6089305547458439,-0.12252059639799823,Tsunoda
22,26.548380355276883,6.3385579937304275,4.798181818181818,0.6428993215560382,-0.08920563745948283,Tsunoda
22,23.618279345175893,7.6112852664576955,4.780606060606061,0.676233443773899,-0.05645528866171642,Tsunoda
22,20.989536746778107,6.192267502612325,4.791508185301289,0.6961067119153606,-0.08629052989334372,Tsunoda
22,18.37155694879832,4.67711598746082,4.803427377220481,0.7173245507355094,-0.11849795355257807,Tsunoda
22,15.753577150818508,3.1619644723092986,4.815346569139673,0.740034705687039,-0.15190850164699696,Tsunoda
22,15.287432950191567,2.081504702194364,4.827042842215256,0.742165951901033,-0.17677812593838602,Tsunoda
22,16.569655172413796,1.3542319749216283,4.838557993730408,0.7270524774945429,-0.19375288413739994,Tsunoda
22,17.85187739463601,0.6269592476489005,4.85007314524556,0.7120426367474533,-0.2108799068646689,Tsunoda
22,19.996934865900393,0.0,4.861616161616162,0.688544569722233,-0.22584974748054382,Tsunoda
22,27.534712643678223,0.0,4.873333333333334,0.6122474328198433,-0.2284746390865938,Tsunoda
22,35.07249042145597,0.0,4.885050505050505,0.5370084062530529,-0.23572804941092165,Tsunoda
22,42.6102681992338,0.0,4.896767676767677,0.46314382669216597,-0.2467085808464197,Tsunoda
22,49.44351097178688,0.7607105538140031,4.904242424242424,0.3981326298580061,-0.24478450067741167,Tsunoda
22,56.008359456635404,1.8112156043190617,4.91010101010101,0.33809724255615836,-0.2450138084942861,Tsunoda
22,62.57320794148385,2.8617206548241088,4.915959595959596,0.28090129297122723,-0.2566730633023995,Tsunoda
22,67.1515987460815,3.3981191222570524,4.918181818181818,0.2415613424493852,-0.27240610781553454,Tsunoda
